,Content,Location,Username,Retweet-Count,Favorites,Created at
45,"@MollyJongFast He’s the wrong kind of dog for that environment. I’m sure he’s a great animal, but...","Portland, OR",theRealWedgeA,0,0,2021-03-30 20:41:38
46,"@The__Goomba I’d buy into the sequel being them having an intelligent discussion, they probably have a lot to say about the environment. And doesn’t Godzilla have two brains? 🤔",Manchester,metalgario35,0,0,2021-03-30 20:41:36
47,"Join us tomorrow (Wed) @ 11am for the #Zoom Café brought to the community of #Cork &amp; #Kerry by the Health &amp; #Wellbeing Community Referral link workers. If you are looking to connect with others in a friendly, supportive environment, pull up a chair &amp; join us! PM for the zoom link https://t.co/Pv3AB0kuYs","Mallow, Co. Cork",EFoleyMallow,0,0,2021-03-30 20:41:23
48,"Even after the rains, Australia's environment scores a 3 out of 10. These regions are struggling the most https://t.co/SkuC0nO1P5 via @ConversationEDU","Ballarat, Victoria",janenetrickey,0,0,2021-03-30 20:41:23
49,"#Sold 📸
Upgrade Your Ride Today With A Quick, Easy And Hassle Free Environment.
See You Soon, 
Joshua Simmons
Classic Acura
1000 Interstate 10 North
Beaumont, Texas 77702
https://t.co/qNBgwutWgd💻
#1VolumeLuxuryDealer 
#SETX
Direct: 409-273-1862☎️ https://t.co/F41xM64CMf",,JoshuaS54076132,0,0,2021-03-30 20:41:21
50,"@morninggloria I have to blame Biden on this one. He put his friend in an environment that is extremely crowded &amp; where there are complete strangers at every turn.

This would be a rookie mistake for someone who didn’t know any better, but a serious error for one that has had a dog for years.",,Bradford__Lee,0,1,2021-03-30 20:41:18
51,"I have to wonder how safe am environment Dr. Burks created for women (and men) - of any color - working for her.

@meganranney tells us “male-centered” and “toxic” was the problem. is it?

I have reported to women of the boomer generation who advise this:

https://t.co/iwmigq3hrH","Cambridge, MA",usnehal,0,1,2021-03-30 20:41:12
52,"Dogs know who to trust and who not to trust.  Although the high traffic environment doesn't help, he's reacting that way for a reason. https://t.co/FNYfgzDKAx",,L_M_Fisher,0,0,2021-03-30 20:41:10
53,"#Local #MusicFamily …LongTermCare..ShortTermRehabilition..MemoryCare..PhysicianServices ..SeekingQuality..Professionalism..FamilyFriendly Environment? ....Contact #PleasantView #ShiawasseeCounty MedicalFacility 275CaledoniaDrive..OwossoMi #48867  

https://t.co/mZ1h3615qb","Owosso, MI",RockinWOAPRadio,0,0,2021-03-30 20:41:05
54,Environmental antimicrobial resistance driven by poorly managed urban wastewater https://t.co/GGsjAsxQmN #environment #water #waters #wastewater,Finland,Dragofix,3,4,2021-03-30 20:41:05
55,Farmers in smart farming project identified 9% cut in carbon emissions https://t.co/9rWgVLx9u3,Ireland,IrishTimes,1,5,2021-03-30 20:41:03
56,"@SECowell Yeah 🚀 Gaming might pave the way for broad micropayment mass adoption, IMHO. This is a massive USD 150 billion industry growing 10% annually, populated by early adopters, many unbanked. It seems an obvious environment.","Eimsbüttel, Hamburg",Steffen27837816,0,1,2021-03-30 20:41:02
57,@NotCyp He is overstimulated and his needs have not been met. He needs to talk to a counselor away from that environment and figure out what is causing that behavior. I know how they treated kids like my brother and I know it’s not entirely on the autistic kid.,,MagicalAidol,0,3,2021-03-30 20:41:01
58,"@IwriteOK Yes! Any dog would be stressed out in a new, crowded environment with strangers coming and going all day. German shepherds are particularly not suited for that. This is the fault of Biden or whoever else thought this was a good idea.",,kristenoy_,0,0,2021-03-30 20:41:01
59,"@Todd111111111 3. Hygiene explanation fails with polio. Outbreaks even in the hygienic 1950s, because sanitation made polio more prevalent, because it reduced contact with polio virus in environment that sometimes conferred natural immunity—so dirty environment acted like a crude vaccine!",,JonathanSarfat1,0,0,2021-03-30 20:40:57
60,"""observing creatures affected by this"" 

Z could be short for Zephyrus, the code name for phil.
what if the only reason phil let ranboo stay was so he can observe him in a close environment? https://t.co/0FdVcOxQZ8",your telephone calls,sleepycatrdoras,0,2,2021-03-30 20:40:54
61,@kay_sussex @samlau000 100% with you. Clean environment. I love it.,,StevenKimFudgel,0,0,2021-03-30 20:40:53
62,"I know I'm a writer because my sexiest fantasy is a workshop environment where the only feedback I receive is ""This is so good, I really have no notes.""",Hampton Roads,ShannonJCurtin,0,0,2021-03-30 20:40:50
63,I can’t think straight in a dirty environment,"WESTMONT, CA",K_J0hns,0,1,2021-03-30 20:40:48
64,@lisswolverines @mitochondriamor Couldn't they just trade their monopoly money WITHOUT also destroying the environment? No?,USA,heyreynard,0,0,2021-03-30 20:40:44
65,@AverageG4merYT console games are made on a pc for console usually in a virtual console environment really depends on what you are doing.,,GH0ST_MERC,0,0,2021-03-30 20:40:41
66,@gtconway3d Major needs a handler at the WH to work with him in the environment.  I'm sure Major senses slot of bad intent by others towards his owner.,"Pittsburg, CA",Togethersane,0,2,2021-03-30 20:40:41
67,@Haunted247 @truthhurtscuh @TheAthletic @NFLBrasil To be clear - I’d probably lean fields &gt; Wilson but both have high quality traits to succeed. Whoever has the better career will likely be determined by environment,"New York, USA",DSP4150,0,0,2021-03-30 20:40:40
68,"@theRealKiyosaki 
After i read your rich dad poor dad book, i gave it to a friend so he could read it too, but i don't think he liked it as much as i did. I read your book when i was 14½ y/o (3 months ago), it realy shifted my mind and saved it from the bad environment arround me",,ChrisStange3,0,0,2021-03-30 20:40:39
69,"@matthewkeevil I just think they're pushing people into unsafe spaces by doing this. At least at restaurants, it was a controlled environment.","Vancouver, British Columbia",VanIRPickering,0,1,2021-03-30 20:40:37
70,3/4 That is why @spekitapp wowed me from the moment I met @melfellay - Spekit provides contextual learning presented *in the flow* of work to employees. Employees must be forever learning and adapting in today's technology-rich environment and Spekit enables them to do so.,Boulder mostly; SF sometimes,susanwolff,0,0,2021-03-30 20:40:34
71,"""Fostering an inclusive and diverse environment is, I believe, part of our societal mission... It is something that we need to be all working together on if we want to make a difference. "" - Dr. Francois @Perreault_ASU  https://t.co/6WGdWQZmvV https://t.co/iaM9c3IByF","Houston, TX",NEWTCenter,0,1,2021-03-30 20:40:34
72,"@KingMace87 @Nigel_ITBassest @LilyLady2 @CraigVecellio @lpky Most jobs working on the pipeline were construction jobs. Yes its bad that they lost the jobs, but they can also find jobs with solar and wind power, plus those are less harmful to the environment",😏,Juanito__3,0,1,2021-03-30 20:40:31
73,"@JeromeAdamsMD No scientific data shows the human body being incapable of fighting Covid-19. No data is shown on natural immunity, blood type, how we get all diseases from meats, processed foods and through the contaminating of our environment. So much real science is missing. All for profits.","Ohio, USA",iamjasonsteward,0,0,2021-03-30 20:40:28
74,"@ziza_lee @ElleCadne I agree, except the product was used in the most sterile environment which then doesn’t make it a fair test.  I do expect to see some growth however minimal after more days",United States,cassy_collins_,0,0,2021-03-30 20:40:25
75,@kyry5 Sometimes you have to bail. I had a divorce interrupt my degree but the branch I wanted to go into was not sustainable and if I went another route poor impact on people and the environment. (Design but sweat shops😞) wanted theatrical but making a living 😑 also it was intense,your fridge eating your cheese,micearenice1,0,0,2021-03-30 20:40:25
76,"@mayapetitee @jiggyjayy2 Thank you. I have had a similar experience. I also have a CNC and DDLG fetish that I feel were created through trauma. 

I can't speak for everyone but it makes me feel empowered in a way because in the very controlled environment, I chose the person doing the things to me.","San Diego, CA",ScarsAdventures,0,0,2021-03-30 20:40:22
77,Some doggos might need professional training to handle over-stimulation from busy environment. All three-year olds can be difficult at times...I know I was.,,janggolan,0,0,2021-03-30 20:40:22
78,@IAmLui_Jesus Would attend.  That's the only time I kinda felt out of place? But I still met some people and practiced with them.  But it was a definite change in the environment.  But overall not to shabby.  I was and still am relatively new to the scene but it's been a positive exp. /3,In my bed,LowenVonEdmond,0,0,2021-03-30 20:40:21
79,My job is garbo and if my super tries to fuck me over I'm going for fucking blood on targeted harrassment in a toxic work environment that the director's boss and whole of HR have a LOOOOOOOONG history of notations about and  refuse to even pretend to work on," (,,⊕︿⊗,,)",LunarDiviner,0,0,2021-03-30 20:40:17
80,"@KateBennett_DC Poor baby💔

He’s just nervous n flustered by all these strange people coming n going in a new place.

He needs time patience love n support in a controlled, stable environment.

Hope Bidens provide that for him, Major just wants a place n people to call his❤️",,leateafly,0,0,2021-03-30 20:40:16
81,@GretaThunberg @MCRyouthRebels @Greenpeace @foe_us The #ApartheidIsrael destroys not only the lives of the Palestinians but also their environment and livelihoods as they try to dvict them from their land illegally. #PalestineLandDay https://t.co/S1sE4mtz08,,ChristineJameis,0,0,2021-03-30 20:40:16
82,"@AlboMP Environment, Climate Change, Infrastructure please","Sydney, Australia",acmejc,0,0,2021-03-30 20:40:13
83,"Pleased to join this session tomorrow titled “Dignity by Design” facilitated by the Institute for Human Rights and Business.
As countries seek to address climate change &amp; rebuild from COVID-19 shut downs, the built environment – both real estate &amp; infrastructure – is important. https://t.co/suce1smPSQ","Johannesburg, South Africa",drtlaleng,0,2,2021-03-30 20:40:10
84,"@chris_dolan It’s almost like killing and eating wild sealife on an industrial, global scale isn’t good for the environment 🙄","Liverpool, England",edwards2779,0,0,2021-03-30 20:40:10
85,"Why Affiliate Marketing?
Just like most passive income opportunities, Affiliate Marketing let’s you work when you want!
You’re free to work in a flexible schedule and environment of your own choosing.  And you don’t have to worry about any after sales customer concerns. https://t.co/jrH5IEMt0x","Melbourne, Victoria",ElioMirabella,0,0,2021-03-30 20:40:07
86,"@neitouuuu - and that power is sourced from the burning of fossil fuels.

Since it so intensive and demanding, lots of energy is burnt and carbon dioxide is emitted. This is why it is so harmful for the environment.",Nomad's Office,Markymis,0,1,2021-03-30 20:40:04
87,@Julie_A_Smyth @BBCNews Conservatives are about the environment too. Shes a left wing activist though. She is clearly left wing.,,BritishAlba,0,0,2021-03-30 20:40:02
88,"Why should we #recycle? When you transform something old into something new, it benefits the #environment in a number of ways. Learn about the importance of recycling just in time for #SCAEarthMonth! ♻️ #SaveOurSphere 

https://t.co/woMucRVjvh",Parks & Forests everywhere,the_sca,0,0,2021-03-30 20:40:00
89,"In your opinion, @LoJackson94, what environment is more stressful for a head coach. College or NFL? https://t.co/4D91R31FYa","Morgan Hill, CA",DWiseAC,0,0,2021-03-30 20:39:59
90,"I can only recommend the amazing @HepvirTeam. Honestly, @David_Durantel and @julie_lucifora are the best PhD directors I ever had. And @CIRI_Lyon offers the perfect scientific environment to study viruses. 
#HBV #HDV #postdocjobs #PhDposition https://t.co/Rjs3mIOu8F","Heidelberg, Germany",SFaureDupuy,0,0,2021-03-30 20:39:53
91,Feeling at home: Structure of the NTSR1–G i complex in a lipid environment | Nature Structural &amp; Molecular Biology https://t.co/Bdwwav79RP,"Boston, MA",miao_gui,0,0,2021-03-30 20:39:52
92,#DWTDTAOSO is a really interesting doc! I did Demi’s nails once (pic) during what must have been a really low time in her life. You’d never have known. She was really friendly and made me feel at ease in what was a super stressful/new environment for me. Thanks @ddlovato 💗 https://t.co/1wXw6YqMWY,EAST/LONDON,AsherColeman,0,0,2021-03-30 20:39:50
93,"Hi @ScottMorrisonMP, @sussanley, @Birmo: you and I know BOLD action is required to tackle #ClimateChange. I urge you, please set out a plan to reach net zero emissions by 2050. The longer we wait the worse it will be for our economy, environment and health. #EarthDay @GlblCtznAU",,JPellone,0,0,2021-03-30 20:39:49
94,I need structure and lots of it but the environment needs to b created by me but I am so disorganized how tf will I create structure 😭😭 this is my life,"aqua sun, cap moon, ? rising ",imrizzay,0,0,2021-03-30 20:39:47
95,"@adamscrabble Honestly though, it sounds like a terrible environment for a dog. Not a stable/relaxed situation",,JustSumDoodYo,0,1,2021-03-30 20:39:46
96,@Citizens4THubb Doesn't have anything to do with black families.  It has to do with the environment and how uneducated you are.,63118,StLouisCityPhot,0,0,2021-03-30 20:39:36
97,"On This Green Earth, Nell &amp; Chris speak with @DCChristy, Plastics Campaign Director with @oceana about a new proposed bill to phase out unnecessary single-use plastic. https://t.co/hmtn59Mxg6
#environment #plasticpollution #kpcwradio #oceana #kpcwthisgreenearth #listenlikealocal","Park City, UT",KPCWRadio,0,0,2021-03-30 20:39:29
98,@PontiacMadeDDG You grow up in a toxic environment and it shows lol,,Teevengg,0,0,2021-03-30 20:39:26
99,"Conclusion: He argues that the state should start taking action, speak up, be angry, and try to fix all the problems that the oil company has caused to better the environment #lastweek1101",,KhariProctor,0,0,2021-03-30 20:39:24
100,"@yashar Just breaks my heart💔

Poor thing’s nervous n flustered by all these strange people coming n going in new place.

He just needs time patience love n support in a controlled, stable environment.

Hope Bidens provide that for him, Major just wants a place n people to call his❤️",,leateafly,0,1,2021-03-30 20:39:24
101,It was a very dark time for me and it was c*rmilla and the fandom that helped me distract and get me out of a toxic gaming environment (where I was a easy target for men to sexually exploit me) which is why I’m so protective of that web series. https://t.co/zprAprPrBM,Toronto,GirlVillains,0,0,2021-03-30 20:39:06
102,"@DRE777_ do it in an environment where you’re comfortable and with people you trust! don’t eat too heavy but def don’t trip on an empty stomach. 3.5 is fine imo, I’m always gonna be an advocate for doing that dosage if you rlly wanna experience it n right most, importantly have fun!!:)",pluto,f8the,0,4,2021-03-30 20:39:00
103,@DavQuinn Yet you can’t play golf or tennis in a safer environment. Madness,,gerardconway82,0,0,2021-03-30 20:38:59
104,@WesleyAf06 @dw_environment @rafucko @cirogomes Dream..,,Virtex31824586,0,0,2021-03-30 20:38:51
105,Energy company to breed endangered California condors to replace birds killed by turbine blades https://t.co/BpbkIHv6vE,"San Diego, California",SusanV30582052,0,0,2021-03-30 20:38:44
106,"bacteria biology 001: Bacteria thrive in warm, moist environments, right? Your face diaper is a warm moist environment... does that ring a bell yet?","Yerevan, Armenia",arazoum,0,0,2021-03-30 20:38:42
107,@jasperheights 😂we taking care of the environment too by not wasting alot of water bottles,Murda 🎱,_KingBowser,0,1,2021-03-30 20:38:40
108,"Thank you @cbrnetaskforce for bringing us together
This war is one we cannot afford to lose. This is the fight for our country and quit frankly for the world,  All everyone wants is to raise our kids and live in a safe environment.
That is a #world issue, not just an #america one https://t.co/rVVHQXTEH8",Alabama,thepatriot251,0,0,2021-03-30 20:38:39
109,"@TheAllergicKid @clapifyoulikeme If it's a Jewish UU hosting/leading a seder for their UU community, great. That's a thing a lot of Jews in interfaith families do.

I should hope by now that it's obvious that Christians should not be leading seders, especially in a specifically Not Jewish religious environment.",The Faerie States,ai_valentin,0,0,2021-03-30 20:38:38
110,@TornikeLaghidze Important to note many of these happened in whole different friendly environment which isn't what we have now. Deals last year before we had SPAC surplus etc.,United States,DisruptorStocks,0,0,2021-03-30 20:38:36
111,"@dw_environment @rafucko @cirogomes Why this leftist are protesting??
Because he dont have more money from State?
This is starvation of Comunism in Brazil...
Bolsonaro is the best president ever governed Brazil!",,Virtex31824586,0,0,2021-03-30 20:38:31
112,@TMZ wasn't the dog going to another state in order for the dog to be more calmer in a smaller less chaotic environment?,Phoenix,GrumpyBearAZ,0,0,2021-03-30 20:38:29
113,@TheDiliff @Soullfire @amyis_trying @JillFilipovic How does that solve anything though? You admit ppl are the product of their environment yet say that they serve punishment regardless..? Have you ever looked into restorative justice?,,CallMeJuan1,0,0,2021-03-30 20:38:28
114,"@CooperIslandAK @sjurdur Benign...??? I think you misunderstand what fisheries scientists do. We study what works and what doesn't, point out things to improve, and highlight things that worked in the past. The aim is sustainable fisheries at lowest cost to other species and environment.",University of Washington,TrevorABranch,0,0,2021-03-30 20:38:26
115,"Has someone emptied all the pollen in the world into my local environment this afternoon because my hay fever has jumped off the scale, my nose feels like I’ve snorted chilli powder",,bouncersdream1,0,0,2021-03-30 20:38:21
116,"@taradublinrocks Major is the younger pup, but everything else applies. I agree it's stressful for him in an unfamiliar environment with many unfamiliar people.","Long Beach, CA",clevergalCA,0,1,2021-03-30 20:38:19
117,@Char__Latte I'm just saying people are products of their environment. There are counties that are 99% white where everyone has a Confederate flag. If you were born there chances are you would be a white racist chud. Have you been to coal mining towns in Eastern KY or WV?,"Louisville, KY",502RedBeard,0,0,2021-03-30 20:38:15
118,I'm sorry to hear about Major's latest incident. It appears he might have a fear-biting problem. One of the hardest behaviors to untrain in a rescue dog in a new environment. I hope he can get some training &amp; live peaceably somewhere. Probably not the White House w/out a muzzle.,Thinker/writer/dreamer,RipleyInCT,0,0,2021-03-30 20:38:07
119,"And companies and governments have always done this in history, they will push the narrative that it is humans individually causing damage to the environment so to remove the attention from them and they carry on with their cheap damaging ways. Don’t. 😒 https://t.co/vC81wvDcNv",somewhere over the rainbow,kudzwaish,0,0,2021-03-30 20:38:07
120,Perhaps this dog needs done training. Perhaps the White House environment isn’t suitable for him.  https://t.co/iFnSElmQo8,St. Louisish,BromonaQuimby,0,0,2021-03-30 20:38:06
121,"Kiros capital city street environment design
from Kidnapped Concept Art Gallery
https://t.co/XhDuJmJYiw https://t.co/rqJZ0GOpMh",,wac_47,0,0,2021-03-30 20:38:03
122,"#ICYMI: The World Health Organization confirmed that #COVID19 was spread to humans from animals. 👀

This further proves what we've already learned: we need to change our relationship with animals and our environment in order to prevent future catastrophes. https://t.co/5oyHidbV1r",Help Us Win Our Next Campaign!,TheHumaneLeague,0,1,2021-03-30 20:37:56
123,"@TridentRAM @PoliticsForAlI @Telegraph Exactly. If anything, supermarkets would be a higher density environment.",,elirogan,0,1,2021-03-30 20:37:53
124,"@TontoPapadop I'm all for the environment and clean energy but to me they have to tell us what they're going to replace oil and gas with.
While they sit in their warm homes, on their devices, with their clothes all produced with oil and gas.",Alba ,Dawn_Chorus2021,0,0,2021-03-30 20:37:50
125,"@OperativeXRay DO IT!

The only regret I've ever had leaving an abusive work environment is not doing it sooner.","California, U.S.A.",LeaveNothingFTF,0,0,2021-03-30 20:37:42
126,"@Prof_RBW And homophobia. Having young kids is a big motivator to look critically, to decide what environment &amp; education to share w them. I’ve learned that dissenting doesn’t disqualify me from being a legit Catholic - yay conscience! - but do I really want a seat at this table?",,KatieB41592699,0,0,2021-03-30 20:37:38
